name,ranking,tag_lst,key_major_count,graduate_program_count,doctoral_program_count,is_211,is_985,location_province,location_city,university_type,latitude,longitude
南京工业大学,76,"['南京市', '江苏省教育厅', '工科院校']",5,101,38,False,False,江苏省,南京市,工科院校,32.08009902466607,118.7743730300023
浙江师范大学,77,"['金华市', '浙江省教育厅', '师范院校']",0,136,23,False,False,浙江省,金华市,师范院校,29.140600435060474,119.64909656644245
华南农业大学,78,"['广州市', '广东省教育厅', '农业院校']",5,103,52,False,False,广东省,广州市,农业院校,23.163997867586186,113.36138083107735
北京邮电大学,79,"['211', '北京市', '教育部', '工科院校']",6,56,17,True,False,北京市,北京市,工科院校,39.96725000633573,116.36459447911241
湖南师范大学,80,"['211', '长沙市', '湖南省教育厅', '师范院校']",6,223,127,True,False,湖南省,长沙市,师范院校,28.193111514607825,112.95595642065085
湘潭大学,81,"['湘潭市', '湖南省教育厅', '综合院校']",3,183,69,False,False,湖南省,湘潭市,综合院校,27.887928624459907,112.87063410571363
中南财经政法大学,82,"['211', '武汉市', '教育部', '财经院校']",5,116,56,True,False,湖北省,武汉市,财经院校,30.5390737985983,114.31932036687023
首都师范大学,83,"['北京市', '北京市教育委员会', '师范院校']",4,147,97,False,False,北京市,北京市,师范院校,39.93621210339255,116.31206804068859
燕山大学,84,"['秦皇岛市', '河北省教育厅', '工科院校']",5,103,40,False,False,河北省,秦皇岛市,工科院校,39.9172700770382,119.5305320235396
中国地质大学（武汉）,85,"['211', '武汉市', '教育部', '工科院校']",17,135,66,True,False,湖北省,武汉市,工科院校,30.525761812442575,114.40853288367715
福建师范大学,86,"['福州市', '福建省教育厅', '师范院校']",1,209,113,False,False,福建省,福州市,师范院校,26.031684737203204,119.21746687751809
宁波大学,87,"['宁波市', '浙江省教育厅', '综合院校']",0,137,12,False,False,浙江省,宁波市,综合院校,29.914718596720896,121.6358097825107
昆明理工大学,88,"['昆明市', '云南省教育厅', '工科院校']",2,206,53,False,False,云南省,昆明市,工科院校,25.05767298434343,102.73868695525879
中国石油大学（华东）,89,"['211', '青岛市', '教育部', '工科院校']",5,150,44,True,False,山东省,青岛市,工科院校,40.21339045411762,116.25054489292121
青岛大学,90,"['青岛市', '山东省教育厅', '综合院校']",2,240,53,False,False,山东省,青岛市,综合院校,36.07701950508166,120.42398955834132
上海理工大学,91,"['上海市', '上海市教育委员会', '工科院校']",1,129,40,False,False,上海市,上海市,工科院校,31.293409795332167,121.56290925340559
上海财经大学,92,"['211', '上海市', '教育部', '财经院校']",3,95,53,True,False,上海市,上海市,财经院校,31.311874973192584,121.50725051349902
南京信息工程大学,93,"['南京市', '江苏省教育厅', '工科院校']",7,24,14,False,False,江苏省,南京市,工科院校,32.209228967531224,118.72177652374869
北京林业大学,94,"['211', '北京市', '教育部', '林业院校']",9,116,39,True,False,北京市,北京市,林业院校,40.00819005255402,116.35145999492883
云南大学,95,"['双一流B', '211', '昆明市', '云南省教育厅', '综合院校']",4,201,89,True,False,云南省,昆明市,综合院校,25.060198343162952,102.7085742274549
广西大学,96,"['211', '南宁市', '广西壮族自治区教育厅', '综合院校']",3,222,66,True,False,广西省,南宁市,综合院校,22.85098394115381,108.29702955068514
山西大学,97,"['太原市', '山西省教育厅', '综合院校']",2,165,75,False,False,山西省,太原市,综合院校,37.80585708873207,112.59375606020683
上海师范大学,98,"['上海市', '上海市教育委员会', '师范院校']",1,166,48,False,False,上海市,上海市,师范院校,31.167917854112982,121.42530995945646
黑龙江大学,99,"['哈尔滨市', '黑龙江省教育厅', '综合院校']",2,228,59,False,False,黑龙江省,哈尔滨市,综合院校,45.714399935564984,126.6281350261885
中国医科大学,100,"['沈阳市', '辽宁省教育厅', '医药院校']",5,67,56,False,False,辽宁省,沈阳市,医药院校,41.79926210814274,123.419002111688
南方医科大学,101,"['广州市', '广东省教育厅', '医药院校']",3,98,85,False,False,广东省,广州市,医药院校,23.19329185038065,113.3412543859635
西南财经大学,102,"['211', '成都市', '教育部', '财经院校']",4,75,41,True,False,四川省,成都市,财经院校,30.668970148366903,104.02263197745758
哈尔滨医科大学,103,"['哈尔滨市', '黑龙江省教育厅', '医药院校']",1,47,44,False,False,黑龙江省,哈尔滨市,医药院校,45.70752395500276,126.6264000389265
安徽大学,104,"['211', '合肥市', '安徽省教育厅', '综合院校']",2,163,49,True,False,安徽省,合肥市,综合院校,31.882217979133205,117.34332096953224
长安大学,105,"['211', '西安市', '教育部', '工科院校']",5,118,50,True,False,陕西省,西安市,工科院校,34.231881889348884,108.967212455369
南京邮电大学,106,"['南京市', '江苏省教育厅', '工科院校']",1,56,17,False,False,江苏省,南京市,工科院校,32.11254516131616,118.93772835987242
重庆医科大学,107,"['重庆市', '重庆市教育委员会', '医药院校']",4,66,38,False,False,重庆市,重庆市,医药院校,29.56148921284282,106.56126615332649
四川农业大学,108,"['211', '雅安市', '四川省教育厅', '农业院校']",4,83,54,True,False,四川省,雅安市,农业院校,30.86269475318154,104.44202009801784
中国传媒大学,110,"['211', '北京市', '教育部', '语言院校']",3,89,25,True,False,北京市,北京市,语言院校,39.91803575630166,116.56387142937665
济南大学,111,"['济南市', '山东省教育厅', '综合院校']",0,144,26,False,False,山东省,济南市,综合院校,36.620238469091255,116.97457482209698
中国药科大学,112,"['211', '南京市', '教育部', '医药院校']",7,29,24,True,False,江苏省,南京市,医药院校,31.902359738021172,118.92422413314092
山东农业大学,113,"['泰安市', '山东省教育厅', '农业院校']",2,99,49,False,False,山东省,泰安市,农业院校,36.200713483746746,117.12295971098223
广东工业大学,114,"['广州市', '广东省教育厅', '工科院校']",0,86,28,False,False,广东省,广州市,工科院校,23.139209965161754,113.30654978988578
深圳大学,115,"['深圳市', '广东省教育厅', '综合院校']",5,154,9,False,False,广东省,深圳市,综合院校,22.539450041273607,113.94265141960156
浙江理工大学,116,"['杭州市', '浙江省教育厅', '工科院校']",0,72,12,False,False,浙江省,杭州市,工科院校,30.31952048568882,120.3596312685539
对外经济贸易大学,117,"['211', '北京市', '教育部', '财经院校']",2,72,36,True,False,北京市,北京市,财经院校,39.98649064259156,116.43434107484033
太原理工大学,118,"['211', '太原市', '山西省教育厅', '工科院校']",3,126,49,True,False,山西省,太原市,工科院校,31.62473070217549,120.48175733992423
中国石油大学（北京）,119,"['211', '北京市', '教育部', '工科院校']",5,151,45,True,False,北京市,北京市,工科院校,40.21339045411762,116.25054489292121
中国地质大学（北京）,120,"['211', '北京市', '教育部', '工科院校']",10,135,66,True,False,北京市,北京市,工科院校,39.99687605218649,116.35452402519282
贵州大学,121,"['211', '贵阳市', '贵州省教育厅', '综合院校']",1,252,47,True,False,贵州省,贵阳市,综合院校,26.440755726935333,106.67299874007888
安徽师范大学,122,"['芜湖市', '安徽省教育厅', '师范院校']",0,157,50,False,False,安徽省,芜湖市,师范院校,31.340090897590528,118.38150603216586
河南师范大学,123,"['新乡市', '河南省教育厅', '师范院校']",0,135,16,False,False,河南省,新乡市,师范院校,35.33353566124071,113.92207260255329
西北师范大学,124,"['兰州市', '甘肃省教育厅', '师范院校']",2,200,58,False,False,甘肃省,兰州市,师范院校,36.10382278635321,103.74489172394937
中央财经大学,125,"['211', '北京市', '教育部', '财经院校']",11,88,38,True,False,北京市,北京市,财经院校,39.96521113025797,116.3491632074009
河北大学,126,"['保定市', '河北省教育厅', '综合院校']",1,190,37,False,False,河北省,保定市,综合院校,38.87619916764611,115.52262045003748
天津医科大学,127,"['211', '天津市', '天津市教育委员会', '医药院校']",5,68,44,True,False,天津市,天津市,医药院校,39.117406263057596,117.22040223337993
温州医科大学,128,"['温州市', '浙江省教育厅', '医药院校']",1,60,19,False,False,浙江省,温州市,医药院校,27.92789776899211,120.716539529014
杭州师范大学,129,"['杭州市', '浙江省教育厅', '师范院校']",0,131,1,False,False,浙江省,杭州市,师范院校,30.321776052092943,120.40068302188494
东北财经大学,130,"['大连市', '辽宁省教育厅', '财经院校']",4,81,40,False,False,辽宁省,大连市,财经院校,38.884545082932505,121.5579269815556
华侨大学,131,"['泉州市', '国务院侨务办公室', '综合院校']",1,128,21,False,False,福建省,泉州市,综合院校,25.045160549118144,102.74164121258848
新疆大学,132,"['双一流B', '211', '乌鲁木齐市', '新疆维吾尔自治区教育厅', '综合院校']",2,157,48,True,False,新疆省,乌鲁木齐市,综合院校,43.77118513184089,87.62685646701284
中国政法大学,133,"['211', '北京市', '教育部', '政法院校']",3,68,27,True,False,北京市,北京市,政法院校,40.230445020695456,116.25444299985122
南通大学,134,"['南通市', '江苏省教育厅', '综合院校']",7,117,20,False,False,江苏省,南通市,综合院校,31.763075092815715,120.51057551966761
浙江工商大学,135,"['杭州市', '浙江省教育厅', '财经院校']",0,86,16,False,False,浙江省,杭州市,财经院校,30.3154419243431,120.39622652824994
江苏师范大学,136,"['徐州市', '江苏省教育厅', '师范院校']",0,124,1,False,False,江苏省,徐州市,师范院校,34.20254104217353,117.18672799371069
山东师范大学,137,"['济南市', '山东省教育厅', '师范院校']",1,165,76,False,False,山东省,济南市,师范院校,36.552600872990546,116.84038253145555
哈尔滨师范大学,138,"['哈尔滨市', '黑龙江省教育厅', '师范院校']",10,130,34,False,False,黑龙江省,哈尔滨市,师范院校,45.73124892205111,126.63133299380404
天津师范大学,139,"['天津市', '天津市教育委员会', '师范院校']",2,110,25,False,False,天津市,天津市,师范院校,39.06934173315064,117.13202469154453
南京中医药大学,140,"['南京市', '江苏省教育厅', '医药院校']",3,38,25,False,False,江苏省,南京市,医药院校,32.05031514322153,118.77377314158274
西安理工大学,141,"['西安市', '陕西省教育厅', '工科院校']",5,97,44,False,False,陕西省,西安市,工科院校,34.25959964913155,108.99975312331517
东北农业大学,142,"['211', '哈尔滨市', '黑龙江省教育厅', '农业院校']",6,101,48,True,False,黑龙江省,哈尔滨市,农业院校,45.75074889244153,126.73393601186555
山东科技大学,143,"['青岛市', '山东省教育厅', '工科院校']",1,76,26,False,False,山东省,青岛市,工科院校,36.009137976382746,120.12927016289736
青岛科技大学,144,"['青岛市', '山东省教育厅', '工科院校']",0,122,21,False,False,山东省,青岛市,工科院校,36.126442007123956,120.48729485440992
杭州电子科技大学,145,"['杭州市', '浙江省教育厅', '工科院校']",0,53,15,False,False,浙江省,杭州市,工科院校,30.307681038932643,120.38602599969248
江西师范大学,146,"['南昌市', '江西省教育厅', '师范院校']",0,134,29,False,False,江西省,南昌市,师范院校,28.68740374598857,116.03320039834773
河南科技大学,147,"['洛阳市', '河南省教育厅', '工科院校']",0,156,16,False,False,河南省,洛阳市,工科院校,34.608190325584204,112.42820904455345
江西财经大学,148,"['南昌市', '江西省教育厅', '财经院校']",1,96,23,False,False,江西省,南昌市,财经院校,28.745487709424424,115.86137862893337
广东外语外贸大学,149,"['广州市', '广东省教育厅', '语言院校']",0,48,12,False,False,广东省,广州市,语言院校,23.205939981403148,113.29563600675701
南京林业大学,150,"['南京市', '江苏省教育厅', '林业院校']",6,125,46,False,False,江苏省,南京市,林业院校,32.085308669183746,118.82336948709413
河南理工大学,151,"['焦作市', '河南省教育厅', '工科院校']",18,116,20,False,False,河南省,焦作市,工科院校,35.195299433190925,113.28194252156787
四川师范大学,152,"['成都市', '四川省教育厅', '师范院校']",0,116,19,False,False,四川省,成都市,师范院校,30.619479929874913,104.31618088082203
西南政法大学,153,"['重庆市', '重庆市教育委员会', '政法院校']",2,37,12,False,False,重庆市,重庆市,政法院校,29.57477421716572,106.44872778653188
天津工业大学,154,"['天津市', '天津市教育委员会', '工科院校']",1,74,14,False,False,天津市,天津市,工科院校,39.0732576015011,117.11776516954023
大连海事大学,155,"['211', '大连市', '交通部', '工科院校']",2,73,56,True,False,辽宁省,大连市,工科院校,38.87723388533583,121.53867467752686
温州大学,156,"['温州市', '浙江省教育厅', '综合院校']",0,42,,False,False,浙江省,温州市,综合院校,27.924046990372567,120.70172701014266
福建农林大学,157,"['福州市', '福建省教育厅', '农业院校']",1,73,40,False,False,福建省,福州市,农业院校,26.088570996833834,119.24346096439064
安徽医科大学,158,"['合肥市', '安徽省教育厅', '医药院校']",2,74,27,False,False,安徽省,合肥市,医药院校,31.85503924683477,117.2697272906273
长沙理工大学,159,"['长沙市', '湖南省教育厅', '工科院校']",0,125,18,False,False,湖南省,长沙市,工科院校,28.16019088242769,112.98412755092612
武汉科技大学,160,"['武汉市', '湖北省教育厅', '工科院校']",1,114,41,False,False,湖北省,武汉市,工科院校,30.592143989865733,114.43398295674145
中北大学,161,"['太原市', '山西省教育厅', '工科院校']",1,110,18,False,False,山西省,太原市,工科院校,38.02132026276655,112.45358231249665
石河子大学,162,"['211', '石河子市', '新疆生产建设兵团', '综合院校']",2,140,24,True,False,新疆省,石河子市,综合院校,44.30999512918858,86.06468800379807
广州大学,163,"['广州市', '广东省教育厅', '综合院校']",0,177,75,False,False,广东省,广州市,综合院校,23.04716337977912,113.37864311890414
